brand,model,firmware,option,exe_can_1,exe_can_2,exe_can_3,exe_lin,read_can_1,read_can_2,read_can_3,read_lin,explanation
Audi,Q5 II +re. (FY) (2017-2023 г.),All configurations,Sound indication 2 via CAN,-,-,-,-,-,-,-,-,
Audi,Q5 II +re. (FY) (2017-2023 г.),All configurations,Light indication 1 via CAN,-,-,-,-,-,-,-,-,
Audi,Q5 II +re. (FY) (2017-2023 г.),All configurations,Light indication 2 via CAN,-,-,-,-,-,-,-,-,
Audi,Q5 II +re. (FY) (2017-2023 г.),All configurations,VALET button by CAN,-,-,-,-,+,-,-,-,Dirver's window regulator UP button
Audi,Q5 II +re. (FY) (2017-2023 г.),All configurations,Distance to empty,-,-,-,-,+,-,-,-,
Audi,Q5 II +re. (FY) (2017-2023 г.),All configurations,Washer fluid level,-,-,-,-,+,-,-,-,
Audi,Q5 II +re. (FY) (2017-2023 г.),All configurations,Power windows position,-,-,-,-,+,-,-,-,
Audi,Q5 II +re. (FY) (2017-2023 г.),All configurations,Tires pressure (TPMS),-,-,-,-,+,-,-,-,
Audi,Q5 II +re. (FY) (2017-2023 г.),All configurations,OBD II diagnostic trouble codes,-,-,-,-,-,-,-,-,
Audi,Q5 II +re. (FY) (2017-2023 г.),All configurations,Battery charger connector status,-,-,-,-,-,-,-,-,
Audi,Q5 II +re. (FY) (2017-2023 г.),All configurations,Fast charging,-,-,-,-,-,-,-,-,
Audi,Q5 II +re. (FY) (2017-2023 г.),All configurations,Slow charging,-,-,-,-,-,-,-,-,
Audi,Q5 II +re. (FY) (2017-2023 г.),All configurations,Remaining distance on HV battery,-,-,-,-,-,-,-,-,
Audi,Q5 II +re. (FY) (2017-2023 г.),All configurations,"""Ready"" status",-,-,-,-,-,-,-,-,
Audi,Q5 II +re. (FY) (2017-2023 г.),All configurations,SOH,-,-,-,-,-,-,-,-,
Audi,Q5 II +re. (FY) (2017-2023 г.),All configurations,SOC,-,-,-,-,-,-,-,-,
Audi,Q5 II +re. (FY) (2017-2023 г.),All configurations,HV battery temperature,-,-,-,-,-,-,-,-,
Audi,Q5 II +re. (FY) (2017-2023 г.),All configurations,Explanation 1,,,,,,,,,"Connect to CAN1 in the BCM, sicket В, CanHigh - green, CanLow - orange-brown
To implement blocking via CAN (diesel 3l.), connect to CAN2:  OBD, 6 - CanHigh, 14- CanLow"
Audi,Q5 II +re. (FY) (2017-2023 г.),All configurations,Explanation 2,,,,,,,,,For immobilizer code functions original buttons on the wheel and ESP stop button can be used
Audi,Q7 I +re. (4L) (2005-2015 г.),All configurations,Model code,,,,,,,,,1411
Audi,Q7 I +re. (4L) (2005-2015 г.),All configurations,CAN Block,,,,,,,,,No
Audi,Q7 I +re. (4L) (2005-2015 г.),All configurations,Driver door,-,-,-,-,+,-,-,-,
Audi,Q7 I +re. (4L) (2005-2015 г.),All configurations,Passenger door,-,-,-,-,+,-,-,-,
Audi,Q7 I +re. (4L) (2005-2015 г.),All configurations,Rear left door,-,-,-,-,+,-,-,-,
Audi,Q7 I +re. (4L) (2005-2015 г.),All configurations,Rear right door,-,-,-,-,+,-,-,-,
Audi,Q7 I +re. (4L) (2005-2015 г.),All configurations,Sunroof,+,-,-,-,-,-,-,-,
Audi,Q7 I +re. (4L) (2005-2015 г.),All configurations,Front hood,-,-,-,-,+,-,-,-,
Audi,Q7 I +re. (4L) (2005-2015 г.),All configurations,Trunk,+,-,-,-,+,-,-,-,
Audi,Q7 I +re. (4L) (2005-2015 г.),All configurations,Ignition,-,-,-,-,+,-,-,-,
Audi,Q7 I +re. (4L) (2005-2015 г.),All configurations,Brake,-,-,-,-,+,-,-,-,
Audi,Q7 I +re. (4L) (2005-2015 г.),All configurations,Marker lights,+,-,-,-,+,-,-,-,"Light signalization appears as sequential lighting of turn lights on right and left side of the vehicle. If the engine is running when the operation is performed, light signalization will be the same."
Audi,Q7 I +re. (4L) (2005-2015 г.),All configurations,Neutral,-,-,-,-,+,-,-,-,"Automatic transmission selector status, parking brake status"
Audi,Q7 I +re. (4L) (2005-2015 г.),All configurations,Tachometer,-,-,-,-,+,-,-,-,
Audi,Q7 I +re. (4L) (2005-2015 г.),All configurations,"""Slave"" function",-,-,-,-,+,-,-,-,
Audi,Q7 I +re. (4L) (2005-2015 г.),All configurations,"Trunk ""Slave"" function",-,-,-,-,+,-,-,-,
Audi,Q7 I +re. (4L) (2005-2015 г.),All configurations,Factory alarm triggering,-,-,-,-,-,-,-,-,
Audi,Q7 I +re. (4L) (2005-2015 г.),All configurations,Fuel level,-,-,-,-,+,-,-,-,Fuel level is displayed in liters
Audi,Q7 I +re. (4L) (2005-2015 г.),All configurations,Interior temperature,-,-,-,-,-,-,-,-,
Audi,Q7 I +re. (4L) (2005-2015 г.),All configurations,Engine temperature,-,-,-,-,-,-,-,-,
Audi,Q7 I +re. (4L) (2005-2015 г.),All configurations,Outside temperature,-,-,-,-,-,-,-,-,
Audi,Q7 I +re. (4L) (2005-2015 г.),All configurations,Central lock,+,-,-,-,+,-,-,-,
Audi,Q7 I +re. (4L) (2005-2015 г.),All configurations,Windows closing at arming,+,-,-,-,-,-,-,-,
Audi,Q7 I +re. (4L) (2005-2015 г.),All configurations,Side mirrors,-,-,-,-,-,-,-,-,
Audi,Q7 I +re. (4L) (2005-2015 г.),All configurations,Turn lights,-,-,-,-,-,-,-,-,
Audi,Q7 I +re. (4L) (2005-2015 г.),All configurations,Headlights,-,-,-,-,-,-,-,-,
Audi,Q7 I +re. (4L) (2005-2015 г.),All configurations,Vehicle security system,+,-,-,-,-,-,-,-,
Audi,Q7 I +re. (4L) (2005-2015 г.),All configurations,Step-by-step disarming,+,-,-,-,-,-,-,-,
Audi,Q7 I +re. (4L) (2005-2015 г.),All configurations,Turn off ACC,-,-,-,-,-,-,-,-,
Audi,Q7 I +re. (4L) (2005-2015 г.),All configurations,Engine start via CAN,-,-,-,-,-,-,-,-,
Audi,Q7 I +re. (4L) (2005-2015 г.),All configurations,Heating,+,-,-,-,+,-,-,-,Engine pre-heater can be controlled by CAN or W-bus (it depends on car configuration)
Audi,Q7 I +re. (4L) (2005-2015 г.),All configurations,Light track,-,-,-,-,-,-,-,-,
Audi,Q7 I +re. (4L) (2005-2015 г.),All configurations,Horn,-,-,-,-,-,-,-,-,
Audi,Q7 I +re. (4L) (2005-2015 г.),All configurations,Additional function,-,-,-,-,-,-,-,-,
Audi,Q7 I +re. (4L) (2005-2015 г.),All configurations,Speed,-,-,-,-,-,-,-,-,
Audi,Q7 I +re. (4L) (2005-2015 г.),All configurations,Automatic start via original remote,-,-,-,-,-,-,-,-,
Audi,Q7 I +re. (4L) (2005-2015 г.),All configurations,Keyless access block,-,-,-,-,-,-,-,-,
Audi,Q7 I +re. (4L) (2005-2015 г.),All configurations,Code immobilizer,-,-,-,-,-,-,-,-,
Audi,Q7 I +re. (4L) (2005-2015 г.),All configurations,Command before autostart,-,-,-,-,-,-,-,-,
Audi,Q7 I +re. (4L) (2005-2015 г.),All configurations,Sound indication 1 via CAN,-,-,-,-,-,-,-,-,
Audi,Q7 I +re. (4L) (2005-2015 г.),All configurations,Sound indication 2 via CAN,-,-,-,-,-,-,-,-,
Audi,Q7 I +re. (4L) (2005-2015 г.),All configurations,Light indication 1 via CAN,-,-,-,-,-,-,-,-,
Audi,Q7 I +re. (4L) (2005-2015 г.),All configurations,Light indication 2 via CAN,-,-,-,-,-,-,-,-,
Audi,Q7 I +re. (4L) (2005-2015 г.),All configurations,VALET button by CAN,-,-,-,-,-,-,-,-,
Audi,Q7 I +re. (4L) (2005-2015 г.),All configurations,Distance to empty,-,-,-,-,-,-,-,-,
Audi,Q7 I +re. (4L) (2005-2015 г.),All configurations,Washer fluid level,-,-,-,-,-,-,-,-,
Audi,Q7 I +re. (4L) (2005-2015 г.),All configurations,Power windows position,-,-,-,-,-,-,-,-,
Audi,Q7 I +re. (4L) (2005-2015 г.),All configurations,Tires pressure (TPMS),-,-,-,-,-,-,-,-,
Audi,Q7 I +re. (4L) (2005-2015 г.),All configurations,OBD II diagnostic trouble codes,-,-,-,-,-,-,-,-,
Audi,Q7 I +re. (4L) (2005-2015 г.),All configurations,Battery charger connector status,-,-,-,-,-,-,-,-,
Audi,Q7 I +re. (4L) (2005-2015 г.),All configurations,Fast charging,-,-,-,-,-,-,-,-,
Audi,Q7 I +re. (4L) (2005-2015 г.),All configurations,Slow charging,-,-,-,-,-,-,-,-,
Audi,Q7 I +re. (4L) (2005-2015 г.),All configurations,Remaining distance on HV battery,-,-,-,-,-,-,-,-,
Audi,Q7 I +re. (4L) (2005-2015 г.),All configurations,"""Ready"" status",-,-,-,-,-,-,-,-,
Audi,Q7 I +re. (4L) (2005-2015 г.),All configurations,SOH,-,-,-,-,-,-,-,-,
Audi,Q7 I +re. (4L) (2005-2015 г.),All configurations,SOC,-,-,-,-,-,-,-,-,
Audi,Q7 I +re. (4L) (2005-2015 г.),All configurations,HV battery temperature,-,-,-,-,-,-,-,-,
Audi,Q7 I +re. (4L) (2005-2015 г.),All configurations,Explanation 1,,,,,,,,,"Connect to CAN: twisted pair cable CanHigh - orange-green, CanLow - orange-brown.
Light signalization appears as sequential lighting of marker lights on right and left side of the vehicle. If the ignition is switched on, light signalization will be performed by the turn lights in the same manner."
Audi,Q7 I +re. (4L) (2005-2015 г.),All configurations,Explanation 2,,,,,,,,,"For systems with multiple software version (A, B, C and etc.) use software version marked 'B'"
Audi,Q7 II +re. (4M) (2015-2023 г.),All configurations,Model code,,,,,,,,,1417
Audi,Q7 II +re. (4M) (2015-2023 г.),All configurations,CAN Block,,,,,,,,,Yes
Audi,Q7 II +re. (4M) (2015-2023 г.),All configurations,Alarms with blocking via CAN support,,,,,,,,,"Pandora Professional, Pandora Smart, Pandora Mini, Pandora Elite, Pandora Advanced, Pandora Mini (no tags), Light Pro v2, Pandora Elite v2, Mini v3, Smart Pro v3, Light v3"
Audi,Q7 II +re. (4M) (2015-2023 г.),All configurations,Tooltip for blocking via CAN,,,,,,,,,"Engine blocking for 3.0l. Diesel engine can be implemente when CAN2 is connected to the OBD: pin6 - CANHigh, pin14 - CANLow"
Audi,Q7 II +re. (4M) (2015-2023 г.),All configurations,Immobilizer bypass,,,,,,,,,No
Audi,Q7 II +re. (4M) (2015-2023 г.),All configurations,Driver door,-,-,-,-,+,-,-,-,
Audi,Q7 II +re. (4M) (2015-2023 г.),All configurations,Passenger door,-,-,-,-,+,-,-,-,
Audi,Q7 II +re. (4M) (2015-2023 г.),All configurations,Rear left door,-,-,-,-,+,-,-,-,
Audi,Q7 II +re. (4M) (2015-2023 г.),All configurations,Rear right door,-,-,-,-,+,-,-,-,
Audi,Q7 II +re. (4M) (2015-2023 г.),All configurations,Sunroof,-,-,-,-,-,-,-,-,
Audi,Q7 II +re. (4M) (2015-2023 г.),All configurations,Front hood,-,-,-,-,+,-,-,-,
Audi,Q7 II +re. (4M) (2015-2023 г.),All configurations,Trunk,+,-,-,-,+,-,-,-,
Audi,Q7 II +re. (4M) (2015-2023 г.),All configurations,Ignition,-,-,-,-,+,-,-,-,
Audi,Q7 II +re. (4M) (2015-2023 г.),All configurations,Brake,-,-,-,-,+,-,-,-,
Audi,Q7 II +re. (4M) (2015-2023 г.),All configurations,Marker lights,-,-,-,-,+,-,-,-,
Audi,Q7 II +re. (4M) (2015-2023 г.),All configurations,Neutral,-,-,-,-,+,-,-,-,
Audi,Q7 II +re. (4M) (2015-2023 г.),All configurations,Tachometer,-,-,-,-,+,-,-,-,
Audi,Q7 II +re. (4M) (2015-2023 г.),All configurations,"""Slave"" function",-,-,-,-,+,-,-,-,Slave of original remote control also works when ignition is switched on
Audi,Q7 II +re. (4M) (2015-2023 г.),All configurations,"Trunk ""Slave"" function",-,-,-,-,+,-,-,-,
Audi,Q7 II +re. (4M) (2015-2023 г.),All configurations,Factory alarm triggering,-,-,-,-,-,-,-,-,
Audi,Q7 II +re. (4M) (2015-2023 г.),All configurations,Fuel level,-,-,-,-,+,-,-,-,In liters
Audi,Q7 II +re. (4M) (2015-2023 г.),All configurations,Interior temperature,-,-,-,-,-,-,-,-,
Audi,Q7 II +re. (4M) (2015-2023 г.),All configurations,Engine temperature,-,-,-,-,-,-,-,-,
Audi,Q7 II +re. (4M) (2015-2023 г.),All configurations,Outside temperature,-,-,-,-,+,-,-,-,
Audi,Q7 II +re. (4M) (2015-2023 г.),All configurations,Central lock,+,-,-,-,+,-,-,-,
Audi,Q7 II +re. (4M) (2015-2023 г.),All configurations,Windows closing at arming,+,-,-,-,-,-,-,-,The function is not available in Slave mode
Audi,Q7 II +re. (4M) (2015-2023 г.),All configurations,Side mirrors,-,-,-,-,-,-,-,-,
Audi,Q7 II +re. (4M) (2015-2023 г.),All configurations,Turn lights,+,-,-,-,-,-,-,-,Front and side turn signals only
Audi,Q7 II +re. (4M) (2015-2023 г.),All configurations,Headlights,-,-,-,-,-,-,-,-,
Audi,Q7 II +re. (4M) (2015-2023 г.),All configurations,Vehicle security system,-,-,-,-,-,-,-,-,
Audi,Q7 II +re. (4M) (2015-2023 г.),All configurations,Step-by-step disarming,-,-,-,-,-,-,-,-,
Audi,Q7 II +re. (4M) (2015-2023 г.),All configurations,Turn off ACC,+,-,-,-,-,-,-,-,
Audi,Q7 II +re. (4M) (2015-2023 г.),All configurations,Engine start via CAN,-,-,-,-,-,-,-,-,
Audi,Q7 II +re. (4M) (2015-2023 г.),All configurations,Heating,-,+,+,-,-,+,+,-,
Audi,Q7 II +re. (4M) (2015-2023 г.),All configurations,Light track,-,-,-,-,-,-,-,-,
Audi,Q7 II +re. (4M) (2015-2023 г.),All configurations,Horn,-,-,-,-,-,-,-,-,
Audi,Q7 II +re. (4M) (2015-2023 г.),All configurations,Additional function,+,-,-,-,-,-,-,-,"Switch on/off ""Start-Stop"" function"
Audi,Q7 II +re. (4M) (2015-2023 г.),All configurations,Speed,-,-,-,-,+,-,-,-,
Audi,Q7 II +re. (4M) (2015-2023 г.),All configurations,Automatic start via original remote,-,-,-,-,+,-,-,-,
Audi,Q7 II +re. (4M) (2015-2023 г.),All configurations,Keyless access block,-,-,-,-,-,-,-,-,
Audi,Q7 II +re. (4M) (2015-2023 г.),All configurations,Code immobilizer,-,-,-,-,+,-,-,-,Buttons on the steering wheel: ESP; on the door: mirrors regulator joystick (4 positions)
Audi,Q7 II +re. (4M) (2015-2023 г.),All configurations,Command before autostart,-,-,-,-,-,-,-,-,
Audi,Q7 II +re. (4M) (2015-2023 г.),All configurations,Sound indication 1 via CAN,-,-,-,-,-,-,-,-,
Audi,Q7 II +re. (4M) (2015-2023 г.),All configurations,Sound indication 2 via CAN,-,-,-,-,-,-,-,-,
Audi,Q7 II +re. (4M) (2015-2023 г.),All configurations,Light indication 1 via CAN,+,-,-,-,-,-,-,-,Blinking all the indicators on the dashboard
Audi,Q7 II +re. (4M) (2015-2023 г.),All configurations,Light indication 2 via CAN,-,-,-,-,-,-,-,-,
Audi,Q7 II +re. (4M) (2015-2023 г.),All configurations,VALET button by CAN,-,-,-,-,+,-,-,-,Driver's window regulator up button
Audi,Q7 II +re. (4M) (2015-2023 г.),All configurations,Distance to empty,-,-,-,-,+,-,-,-,
Audi,Q7 II +re. (4M) (2015-2023 г.),All configurations,Washer fluid level,-,-,-,-,+,-,-,-,
Audi,Q7 II +re. (4M) (2015-2023 г.),All configurations,Power windows position,-,-,-,-,+,-,-,-,
Audi,Q7 II +re. (4M) (2015-2023 г.),All configurations,Tires pressure (TPMS),-,-,-,-,+,-,-,-,
Audi,Q7 II +re. (4M) (2015-2023 г.),All configurations,OBD II diagnostic trouble codes,-,-,-,-,-,-,-,-,
Audi,Q7 II +re. (4M) (2015-2023 г.),All configurations,Battery charger connector status,-,-,-,-,-,-,-,-,
Audi,Q7 II +re. (4M) (2015-2023 г.),All configurations,Fast charging,-,-,-,-,-,-,-,-,
Audi,Q7 II +re. (4M) (2015-2023 г.),All configurations,Slow charging,-,-,-,-,-,-,-,-,
Audi,Q7 II +re. (4M) (2015-2023 г.),All configurations,Remaining distance on HV battery,-,-,-,-,-,-,-,-,
Audi,Q7 II +re. (4M) (2015-2023 г.),All configurations,"""Ready"" status",-,-,-,-,-,-,-,-,
Audi,Q7 II +re. (4M) (2015-2023 г.),All configurations,SOH,-,-,-,-,-,-,-,-,
Audi,Q7 II +re. (4M) (2015-2023 г.),All configurations,SOC,-,-,-,-,-,-,-,-,
Audi,Q7 II +re. (4M) (2015-2023 г.),All configurations,HV battery temperature,-,-,-,-,-,-,-,-,
Audi,Q8 I (4M) (2018-2023 г.),All configurations,Model code,,,,,,,,,1417
Audi,Q8 I (4M) (2018-2023 г.),All configurations,CAN Block,,,,,,,,,Yes
Audi,Q8 I (4M) (2018-2023 г.),All configurations,Alarms with blocking via CAN support,,,,,,,,,"Light Pro/ Light +, Smart, Smart Pro, Professional v2, Mini v2, Light Pro v2, Pandora Elite v2, Mini v3, Smart Pro v3, Light v3"
Audi,Q8 I (4M) (2018-2023 г.),All configurations,Tooltip for blocking via CAN,,,,,,,,,The function is available for 3.0L diesel engine
Audi,Q8 I (4M) (2018-2023 г.),All configurations,Driver door,-,-,-,-,+,-,-,-,
Audi,Q8 I (4M) (2018-2023 г.),All configurations,Passenger door,-,-,-,-,+,-,-,-,
Audi,Q8 I (4M) (2018-2023 г.),All configurations,Rear left door,-,-,-,-,+,-,-,-,
Audi,Q8 I (4M) (2018-2023 г.),All configurations,Rear right door,-,-,-,-,+,-,-,-,
Audi,Q8 I (4M) (2018-2023 г.),All configurations,Sunroof,-,-,-,-,-,-,-,-,
Audi,Q8 I (4M) (2018-2023 г.),All configurations,Front hood,-,-,-,-,+,-,-,-,
Audi,Q8 I (4M) (2018-2023 г.),All configurations,Trunk,-,-,-,-,+,-,-,-,
Audi,Q8 I (4M) (2018-2023 г.),All configurations,Ignition,-,-,-,-,+,-,-,-,
Audi,Q8 I (4M) (2018-2023 г.),All configurations,Brake,-,-,-,-,+,-,-,-,
Audi,Q8 I (4M) (2018-2023 г.),All configurations,Marker lights,-,-,-,-,+,-,-,-,
Audi,Q8 I (4M) (2018-2023 г.),All configurations,Neutral,-,-,-,-,+,-,-,-,
Audi,Q8 I (4M) (2018-2023 г.),All configurations,Tachometer,-,-,-,-,+,-,-,-,
Audi,Q8 I (4M) (2018-2023 г.),All configurations,"""Slave"" function",-,-,-,-,+,-,-,-,Slave works when ingition is on
Audi,Q8 I (4M) (2018-2023 г.),All configurations,"Trunk ""Slave"" function",-,-,-,-,+,-,-,-,
Audi,Q8 I (4M) (2018-2023 г.),All configurations,Factory alarm triggering,-,-,-,-,-,-,-,-,
Audi,Q8 I (4M) (2018-2023 г.),All configurations,Fuel level,-,-,-,-,+,-,-,-,In liters
Audi,Q8 I (4M) (2018-2023 г.),All configurations,Interior temperature,-,-,-,-,-,-,-,-,
Audi,Q8 I (4M) (2018-2023 г.),All configurations,Engine temperature,-,-,-,-,-,-,-,-,
Audi,Q8 I (4M) (2018-2023 г.),All configurations,Outside temperature,-,-,-,-,+,-,-,-,
Audi,Q8 I (4M) (2018-2023 г.),All configurations,Central lock,+,-,-,-,-,-,-,-,
Audi,Q8 I (4M) (2018-2023 г.),All configurations,Windows closing at arming,+,-,-,-,-,-,-,-,The function is not available in Slave mode
Audi,Q8 I (4M) (2018-2023 г.),All configurations,Side mirrors,+,-,-,-,-,-,-,-,
Audi,Q8 I (4M) (2018-2023 г.),All configurations,Turn lights,+,-,-,-,-,-,-,-,Front and side turn signals only
Audi,Q8 I (4M) (2018-2023 г.),All configurations,Headlights,-,-,-,-,-,-,-,-,
Audi,Q8 I (4M) (2018-2023 г.),All configurations,Vehicle security system,-,-,-,-,-,-,-,-,
Audi,Q8 I (4M) (2018-2023 г.),All configurations,Step-by-step disarming,-,-,-,-,-,-,-,-,
Audi,Q8 I (4M) (2018-2023 г.),All configurations,Turn off ACC,+,-,-,-,-,-,-,-,
Audi,Q8 I (4M) (2018-2023 г.),All configurations,Engine start via CAN,-,-,-,-,-,-,-,-,
Audi,Q8 I (4M) (2018-2023 г.),All configurations,Heating,-,+,-,-,-,+,-,-,
Audi,Q8 I (4M) (2018-2023 г.),All configurations,Light track,-,-,-,-,-,-,-,-,
Audi,Q8 I (4M) (2018-2023 г.),All configurations,Horn,-,-,-,-,-,-,-,-,
Audi,Q8 I (4M) (2018-2023 г.),All configurations,Additional function,-,-,-,-,-,-,-,-,
Audi,Q8 I (4M) (2018-2023 г.),All configurations,Speed,-,-,-,-,+,-,-,-,
Audi,Q8 I (4M) (2018-2023 г.),All configurations,Automatic start via original remote,-,-,-,-,+,-,-,-,
Audi,Q8 I (4M) (2018-2023 г.),All configurations,Keyless access block,-,-,-,-,-,-,-,-,
Audi,Q8 I (4M) (2018-2023 г.),All configurations,Code immobilizer,-,-,-,-,+,-,-,-,Buttons on the steering wheel and ESP button
Audi,Q8 I (4M) (2018-2023 г.),All configurations,Command before autostart,-,-,-,-,-,-,-,-,
Audi,Q8 I (4M) (2018-2023 г.),All configurations,Sound indication 1 via CAN,-,-,-,-,-,-,-,-,
Audi,Q8 I (4M) (2018-2023 г.),All configurations,Sound indication 2 via CAN,-,-,-,-,-,-,-,-,
Audi,Q8 I (4M) (2018-2023 г.),All configurations,Light indication 1 via CAN,-,-,-,-,-,-,-,-,
Audi,Q8 I (4M) (2018-2023 г.),All configurations,Light indication 2 via CAN,-,-,-,-,-,-,-,-,
Audi,Q8 I (4M) (2018-2023 г.),All configurations,VALET button by CAN,-,-,-,-,+,-,-,-,Dirver's window regulator UP button
Audi,Q8 I (4M) (2018-2023 г.),All configurations,Distance to empty,-,-,-,-,+,-,-,-,
Audi,Q8 I (4M) (2018-2023 г.),All configurations,Washer fluid level,-,-,-,-,+,-,-,-,
Audi,Q8 I (4M) (2018-2023 г.),All configurations,Power windows position,-,-,-,-,+,-,-,-,
Audi,Q8 I (4M) (2018-2023 г.),All configurations,Tires pressure (TPMS),-,-,-,-,+,-,-,-,
Audi,Q8 I (4M) (2018-2023 г.),All configurations,OBD II diagnostic trouble codes,-,-,-,-,-,-,-,-,
Audi,Q8 I (4M) (2018-2023 г.),All configurations,Battery charger connector status,-,-,-,-,-,-,-,-,
Audi,Q8 I (4M) (2018-2023 г.),All configurations,Fast charging,-,-,-,-,-,-,-,-,
Audi,Q8 I (4M) (2018-2023 г.),All configurations,Slow charging,-,-,-,-,-,-,-,-,
Audi,Q8 I (4M) (2018-2023 г.),All configurations,Remaining distance on HV battery,-,-,-,-,-,-,-,-,
Audi,Q8 I (4M) (2018-2023 г.),All configurations,"""Ready"" status",-,-,-,-,-,-,-,-,
Audi,Q8 I (4M) (2018-2023 г.),All configurations,SOH,-,-,-,-,-,-,-,-,
Audi,Q8 I (4M) (2018-2023 г.),All configurations,SOC,-,-,-,-,-,-,-,-,
Audi,Q8 I (4M) (2018-2023 г.),All configurations,HV battery temperature,-,-,-,-,-,-,-,-,
Audi,Q8 I (4M) (2018-2023 г.),All configurations,Explanation 1,,,,,,,,,"Connect to CAN1 in the B connector of the BCM: 
Can1H – green, Can1L – orange-brown.
To control engine pre-heater:
Connect to CAN2 in the connector of the mulimedia device behind the glove box: 
CAN2-Н – purple; CAN2-L – orange"
Audi,R8 I +re. (42) (2007-2015 г.),All configurations,Model code,,,,,,,,,1111
Audi,R8 I +re. (42) (2007-2015 г.),All configurations,CAN Block,,,,,,,,,No
Audi,R8 I +re. (42) (2007-2015 г.),All configurations,Driver door,-,-,-,-,+,-,-,-,
Audi,R8 I +re. (42) (2007-2015 г.),All configurations,Passenger door,-,-,-,-,+,-,-,-,
Audi,R8 I +re. (42) (2007-2015 г.),All configurations,Rear left door,-,-,-,-,-,-,-,-,
Audi,R8 I +re. (42) (2007-2015 г.),All configurations,Rear right door,-,-,-,-,-,-,-,-,
Audi,R8 I +re. (42) (2007-2015 г.),All configurations,Sunroof,-,-,-,-,-,-,-,-,
Audi,R8 I +re. (42) (2007-2015 г.),All configurations,Front hood,-,-,-,-,+,-,-,-,
Audi,R8 I +re. (42) (2007-2015 г.),All configurations,Trunk,-,-,-,-,+,-,-,-,
Audi,R8 I +re. (42) (2007-2015 г.),All configurations,Ignition,-,-,-,-,+,-,-,-,
Audi,R8 I +re. (42) (2007-2015 г.),All configurations,Brake,-,-,-,-,+,-,-,-,
Audi,R8 I +re. (42) (2007-2015 г.),All configurations,Marker lights,-,-,-,-,+,-,-,-,
Audi,R8 I +re. (42) (2007-2015 г.),All configurations,Neutral,-,-,-,-,+,-,-,-,
Audi,R8 I +re. (42) (2007-2015 г.),All configurations,Tachometer,-,-,-,-,+,-,-,-,
Audi,R8 I +re. (42) (2007-2015 г.),All configurations,"""Slave"" function",-,-,-,-,+,-,-,-,
Audi,R8 I +re. (42) (2007-2015 г.),All configurations,"Trunk ""Slave"" function",-,-,-,-,-,-,-,-,
Audi,R8 I +re. (42) (2007-2015 г.),All configurations,Factory alarm triggering,-,-,-,-,-,-,-,-,
Audi,R8 I +re. (42) (2007-2015 г.),All configurations,Fuel level,-,-,-,-,-,-,-,-,
Audi,R8 I +re. (42) (2007-2015 г.),All configurations,Interior temperature,-,-,-,-,-,-,-,-,
Audi,R8 I +re. (42) (2007-2015 г.),All configurations,Engine temperature,-,-,-,-,-,-,-,-,
Audi,R8 I +re. (42) (2007-2015 г.),All configurations,Outside temperature,-,-,-,-,-,-,-,-,
Audi,R8 I +re. (42) (2007-2015 г.),All configurations,Central lock,+,-,-,-,+,-,-,-,
Audi,R8 I +re. (42) (2007-2015 г.),All configurations,Windows closing at arming,-,-,-,-,-,-,-,-,
Audi,R8 I +re. (42) (2007-2015 г.),All configurations,Side mirrors,-,-,-,-,-,-,-,-,
Audi,R8 I +re. (42) (2007-2015 г.),All configurations,Turn lights,-,-,-,-,-,-,-,-,
Audi,R8 I +re. (42) (2007-2015 г.),All configurations,Headlights,-,-,-,-,-,-,-,-,
Audi,R8 I +re. (42) (2007-2015 г.),All configurations,Vehicle security system,-,-,-,-,-,-,-,-,
Audi,R8 I +re. (42) (2007-2015 г.),All configurations,Step-by-step disarming,-,-,-,-,-,-,-,-,
Audi,R8 I +re. (42) (2007-2015 г.),All configurations,Turn off ACC,-,-,-,-,-,-,-,-,
Audi,R8 I +re. (42) (2007-2015 г.),All configurations,Engine start via CAN,-,-,-,-,-,-,-,-,
Audi,R8 I +re. (42) (2007-2015 г.),All configurations,Heating,-,-,-,-,-,-,-,-,
Audi,R8 I +re. (42) (2007-2015 г.),All configurations,Light track,-,-,-,-,-,-,-,-,
Audi,R8 I +re. (42) (2007-2015 г.),All configurations,Horn,-,-,-,-,-,-,-,-,
Audi,R8 I +re. (42) (2007-2015 г.),All configurations,Additional function,-,-,-,-,-,-,-,-,
Audi,R8 I +re. (42) (2007-2015 г.),All configurations,Speed,-,-,-,-,-,-,-,-,
Audi,R8 I +re. (42) (2007-2015 г.),All configurations,Automatic start via original remote,-,-,-,-,-,-,-,-,
Audi,R8 I +re. (42) (2007-2015 г.),All configurations,Keyless access block,-,-,-,-,-,-,-,-,
Audi,R8 I +re. (42) (2007-2015 г.),All configurations,Code immobilizer,-,-,-,-,-,-,-,-,
Audi,R8 I +re. (42) (2007-2015 г.),All configurations,Command before autostart,-,-,-,-,-,-,-,-,
Audi,R8 I +re. (42) (2007-2015 г.),All configurations,Sound indication 1 via CAN,-,-,-,-,-,-,-,-,
Audi,R8 I +re. (42) (2007-2015 г.),All configurations,Sound indication 2 via CAN,-,-,-,-,-,-,-,-,
Audi,R8 I +re. (42) (2007-2015 г.),All configurations,Light indication 1 via CAN,-,-,-,-,-,-,-,-,
Audi,R8 I +re. (42) (2007-2015 г.),All configurations,Light indication 2 via CAN,-,-,-,-,-,-,-,-,
